	thread_no	post_no	subject	author	tripcode	capcode	date	user_id	body
10	1178546129	11		名無し編集部員			2007-05-18 13:54:31	b4PilfeD	 たぶん逆
11	1178546129	12		名無し編集部員			2007-05-18 14:06:09	pkXNUzML	" I am not >>7 but let me re-explain what he means: 

There is a website stating ""All the contents of this site are copyrighted.  Anybody who 
copy the contents without persmission will be prosecuted."" 

A person copied the contents and posted in a thread of BBSPINK without permission. 
If the website master demand to delete the posting, does the deleter of BBSPINK have to  
delete it?  And if the deleter did not do so, does he have to take responsibility?"
12	1178546129	13		Jim	6P7QkQf8Ys		2007-05-18 18:11:32	i+NUOWym	" >>12 Oh I see. Well I think that the copyrights should always be 
respected. Deletion is up to the deleter, but if I am given a correct notice 
of copyright violation. I always delete that. 
Violating copyright is the same thing as pirating. 
Please make a link instead of copying, that is the best solution. 
The poster is the one that is responsible for this though. 
According to the US law, the poster is responsible, not the deleter. 
The deleter has no responsibility."
13	1178546129	14		名無し編集部員			2007-05-18 22:25:30	eyvaeqzB	" 宣伝 
とある人へのピンポイント告知 
http://sports11.2ch.net/test/read.cgi/offmatrix/1172487578/ 
そっち方面に行くからヨロシク"
14	1178546129	15		12			2007-05-19 01:16:16	tbQ6p+Ex	" >>7 
Here is the translation of >>13 

理解しました。実際、著作権は保護されるべきだと思います。 
削除行為は削除人に一任されてはいますが、著作権侵害行為に 
対する正当な申し出がある限り、私なら削除します。 
著作権を侵害するということは、海賊行為と同じことです。 
その行為の責任は投稿者ではありますが。 
米国の法律によれば、責任は投稿者にあり、削除する側ではない 
ため、削除人に責任はありません。"
15	1178546129	16		名無し編集部員			2007-05-21 21:44:14	kH4EJ3tj	" >>Jim-san 
http://pie.bbspink.com/test/read.cgi/erobbs/1154170063/378-391 

Please confirm a correct procedure to Mr. FOX."
16	1178546129	17		Jim	6P7QkQf8Ys		2007-05-22 10:47:18	kUZJdrEC	" >>16 
What are you talking about?"
17	1178546129	18		名無し編集部員			2007-05-22 10:56:33	C4d/NDj2	" >>17 
http://sakura01.bbspink.com/ccc/kako/ 
http://sakura01.bbspink.com/bbbb/kako/ 
http://sakura01.bbspink.com/megami/kako/ 

If the setting is correctly done, it becomes the following.  

http://pie.bbspink.com/erobbs/kako/ 

When board is made, the setting is not completed."
18	1178546129	19		Jim	6P7QkQf8Ys		2007-05-22 11:00:28	kUZJdrEC	" >>18 
Those boards were made by Hiroyuki and I. We did it without help. 
I know the system is a little different now, I would be very happy 
with an update on the new procedures. especially on the servers 
that I have had to move because they were so busy. That broke 
the read.cgi on those kakolog servers."
19	1178546129	20		名無し編集部員			2007-05-22 11:05:42	C4d/NDj2	" Why do not you question Greenday★? 

""What are this talking about?"" 

Greenday★ understands the import of the story."
20	1178546129	21		Jim	6P7QkQf8Ys		2007-05-22 12:58:17	kUZJdrEC	" >>20 
Greenday★ 
Does not setup boards. Greenday★ is the deletion leader. That is a 
separate function."
21	1178546129	22		名無し編集部員			2007-05-22 13:40:13	C4d/NDj2	" >>21 
The setting of added board (ccc/bbbb/megami) is not completed.  
An old thread is not sent to kakolog.  

Please confirm it to the person who knows the correct setting method.  

Greenday★-san thinks that it can explain better than I."
22	1178546129	23		名無し編集部員			2007-05-22 16:32:16	UkA0aTym	 えー(･_･)なんのおはなしい(･_･)
23	1178546129	24		7=	TECHCS.zfQ		2007-05-22 22:00:17	k065uRwk	" >>15　和訳に感謝致します。 
翻訳機ではうまく伝わらないようです。 

>>13　JIM氏 
了解致しました。 
大変心配でしたが、これで他サイトさんもデリーターさんも安心出来ると思います。 
有難う御座いました。 

To Mr.Jim 
I understood it.  
I became very anxious.  
I think that both other websites and the deleter can feel relieved in this.  
Thank you!"
24	1178546129	25		Jim	6P7QkQf8Ys		2007-05-23 13:15:45	eQUb+ORA	 >>24 どういたしまして
25	1178546129	26		名無し編集部員			2007-05-31 20:28:09	TFuaXg/R	" Jim-san,  ◆TWARamEjuA said that banana238 should be unstable the power supply. 
Please check it using the Cramp Meter and so on. 

2ch特化型サーバ・ロケーション構築作戦 Part24 
http://qb5.2ch.net/test/read.cgi/operate/1166543133/832 

832 名前： ◆TWARamEjuA [sage] 投稿日：2007/05/31(木) 19:50:37 ID:PQGnuCKp0 ?2BP(6824) 
そしてbanana238も。。。(´･ω･`) 
シグナルが飛んできていないからやっぱり電源が不安定なのかしら？ 
Rock54ご本尊様がリブートしなかった(´･ω･`) 

May 30 23:08:03 <0.6> banana238 kernel: pid 2187 (httpd), uid 80: exited on signal 10 
リブート後にこんな人がいたもより。。。 

>>25 
Is it Copy and paste?"
26	1178546129	27		Borracho	baila6uPTo		2007-05-31 21:38:23	gSTx66DE	" >>26 
Jim-san. 

banana238 has been rebooted by Mirv-san(0) 
However, I think it is good to check it by using the clamp-on ammeter etc. 

834 名前： ◆TWARamEjuA  sage 投稿日：2007/05/31(木) 21:16:19 ID:PQGnuCKp0 BE:6970188-2BP(6824) 
>>833 
あっー♪ 
人為的リブートが入ったもよりですー♪ 

サーバーダウン（鯖落ち）情報 part148 
http://qb5.2ch.net/test/read.cgi/operate/1177948183/257"
27	1178546129	28			TWARamEjuA		2007-05-31 21:39:56	gSTx66DE	" >>27 
Azzzzzz!! 

It made a mistake in TRIP."
28	1178546129	29		名無し編集部員			2007-05-31 21:55:03	+Gi5dtUC	" >>28 
m9(^∀^) pugyaaaaa!!"
29	1178546129	30		名無し編集部員			2007-05-31 23:28:38	sou+ij82	 m9（＾Д＾）
30	1178546129	31		名無し編集部員			2007-06-01 10:12:16	xEC6D2V0	 Maybe it is time to replace that server with a mighty tbanana!
31	1178546129	32		Jim	6P7QkQf8Ys	＠Apparently admin	2007-06-01 10:25:09	???	" >>26-31 
Yes it is obvious we are using the oldest servers at pie for bbspink. 
I would really like to upgrade them to tbanana, and would like 
to migrate the current boards to 4 tbanana servers. This will give 
us a few years to grow again. The old servers can hold the kako logs 
and with the new tbanana there should be plenty of power and room. 
I will need help to do that though, and probably we have to talk about 
it a lot before doing that."
32	1178546129	33		うふ〜ん				DELETED	うふ〜ん
33	1178546129	34			79EROOYuCc		2007-06-06 05:04:26	E/uUVQkI	" We have to have another email address which has @bbspink.com domein. 
Fllwing is the reason. 

79 was doing IP blocking report to ISP when it happens terrible trolls on bbspink, and IP blocking system works. 
like this http://deleter.bbspink.com/ipblocking/20070503-2.html 
ISP determins who is that ""troller"", and maybe will warn him/her. 
then I ask of deactivatation of that blocking, which is the action for USERs side. 

but we, which means you and 79, should be on the blockers side,  
because that kind of troll or repeated postings of irrelevant letter-strings are harassment to PINK-channel . 

IP blocking reprt to each ISP is basically for deactivation of blocking, which is redicurous for blocker. 

also there are lots of recurrences of troll from the same ISP. 

we have to have another person who reports them, she/he needs to have email address for reportig. 
info at bbspink.com address should be read only by me. 

following is the thread which we are talking about that ( only ritten in japanes ) 
http://pie.bbspink.com/test/read.cgi/erobbs/1154072524/ 

so could you make another email address which has @bbspink.com domein, and send the info to my address?"
34	1178546129	35		Jim	6P7QkQf8Ys		2007-06-11 15:55:37	/oDK1rXe	" >>34 
I have made this address block AT bbspink.com"
35	1178546129	36		名無し編集部員			2007-06-12 06:29:00	qKGR93Ix	 thank you
36	1178546129	37		Jim	6P7QkQf8Ys		2007-06-13 15:07:01	JUy0u8jW	 >>35 dou itashi mashite
37	1178546129	38		名無し編集部員			2007-06-19 21:53:44	y75hjeJa	" http://ate.80.kg/ 

Jim-sanって正面から見ると結構美男ですね！（真ん中の写真） 
斜めの角度は腹が出てて微妙ですが。（上の写真） 

誰か訳して。"
38	1178546129	39		名無し編集部員			2007-06-19 22:20:32	4KttpXat	" >>38 
(This is a poor translation.) 
Mr.Jim is a good-looking man when viewing him from the front.  
But, when I see him from the diagonal, he seems to have the potbelly."
39	1178546129	40		Jim	6P7QkQf8Ys		2007-06-20 11:57:18	F17CUvtF	" >>38-39 
That is because I ate to much pie. 
http://ate.pie.us/ 

hehehehehehehe 
I am not so fat though, just a big chest and loose shirt."
40	1178546129	41		名無し編集部員			2007-06-21 02:06:30	gDT8awtF	" Wow!! 
""PIE"" isn't ""Pacific Internet Exchange"". 
It was ""Pie"" of the meat pie!?"
41	1178546129	42		名無し編集部員			2007-06-23 09:50:10	oeoHffUB	 Chicken pot pie, cherry pie, apple pie, Boston cream pie.
42	1178546129	43		名無し編集部員			2007-07-07 18:45:37	YyRBidqL	 Mr. Jim.. how are you?
43	1178546129	44		名無し編集部員			2007-07-09 12:02:56	KrLgJS2F	" I have no idea if you have heard about present situation about BBSPINK, 
so here is FYI. 
BBSPINK has no way of ban a user right now since May 2007.(that means, 
BBSPINK have nothing to do against troll or attacker who wants to ruin its  
target threads or board, except deleting its postings.  Since it takes time and  
patience, even Greenday-san has given up doing so with some incidents.   
As you know, the blocking(or banning) had been done by the 2ch side since  
the BBSPINK servers are under their control.  Currently, any innocent user can  
report the troll or attacker in a specially setup board in 2ch, then if the 2ch blocker 
team agreed it is indeed the annoying or disturbance behavior against 2ch BBS, 
the troll's ISP domain will be banned. The ban may be on a board(s), or entire  
2ch BBS(including BBSPINK's).  It has a bad side effect - any users who 
has same ISP domain as the troll are also bannd.  I heard Hiroyuki's 
preference is ""no blocking is prefered unless the blocker can pinpoint block the troll 
(it means if the troll's IP is static or from Cellphone access(serial number is  
required for posting right now), go ahead and do it).  Compromise between blocker team  
and Hiroyuki is current blocking method - Pinpoint block is eternal.  Domain blocking on 
a board will be in effect for a month, or until the blocking team receive a mail from 
the troll's ISP that they have traced the IP and warned the specified troll about its behavior. 
(any innocent user who wants to unblock his domain can report the troll to his ISP)   
The blocker team's role is banning the troll.  The troll's IP and the logs are posted by  
the team for anybody who wants to report the ISP.  Deactivation for entire 2ch domain  
banning is done by the mail from the ISP only.   
Troll or attack on BBSPINK was handled about same way before. Any user report to 
the specially setup board on 2ch and the blocker team pinpoint ban the troll or ban 
his ISP.  The difference was deactivation.  Greenday-san used to mail the target ISP  
instead of an innocent user who wants to unblock his ISP domain and ask the deactivator 
of 2ch blocker team on a basis from the mail Greenday-san received from the ISP. 
One day in May, 2ch blocking team found out the BBSPINKs blocking/unblocking  
procedure and declared they don't block troll on BBSPINK any more. 
Greenday-san and some BBSPINK volunteer discussed for improving(or adjusting) 
their procedure to meet 2ch blocker team's wish.  They tried to present 
the procedure change to 2ch blocker team recently with no success. 
Big problem here.  Greeday-san does not understand or know exact intent 
or thought of the 2ch blocking team.  Of course, 2ch blocking team is not so 
kind to tell or teach what they really want.  I think that the team want Greenday-san 
to realize what they want.  Because of this, current no banning situation may last longer. 
I wrote this not because I want you to do something about this, but let you 
know what's happening and if you have any suggestions to Greenday-san or something."
44	1178546129	45		Greenday			2007-07-09 12:30:23	???	" >>44 

ok, that's enough, 

you say that I do not understand or know exact intent  
or thought of the 2ch blocking team, then I really want to know,  
it seems like YOU UNDERSTAND. 

What is that?"
45	1178546129	46		Greenday			2007-07-09 12:31:23	???	 Could you PLEASE TELL ME if YOU undeterdtand??
46	1178546129	47		名無し編集部員			2007-07-09 12:42:52	KrLgJS2F	" >>45-46 
???  I just wrote that for Jim-san and have no intention to insult 
or complain about Greenday-san.  I think you are doing your best. 
I think the most fault or blame is on the blocking team's side for  
not telling or teaching to less experienced Greenday-san about 
what they really want."
47	1178546129	48		名無し編集部員			2007-07-09 15:50:58	qoYubtVx	" >>45-46 
Why don't you install Pentium4 into your head as a new brain, pussy? 
HAHAHA."
48	1178546129	49		Greenday			2007-07-09 17:14:25	???	" well, actually i installed something new in my pussy. 
that's gonna fix something. hahahaha"
49	1178546129	50		Greenday			2007-07-09 17:34:22	???	 >48 Fuck you
50	1178546129	51		Jim	6P7QkQf8Ys		2007-07-09 17:39:30	LFtzChDr	" >>43Hey guys. Wow, I was sick for a few days. Really sick and you 
all sound like you are going to tear each other up.  
>>48 Have to keep those pentiums out of the pussies. It might cause dissimilar metal corrosion 
problem with your vibrators, and we all know there is nothing worse then a rusty pussy. 
anyway don't you think this is our normal beginning of making something 
better?  

Lets figure it out. 
First. Of course we don't understand the exact thinking. 
Second. Every summer someone on 2ch tries to find a way to make 
the evil bbspink go away. This always happens in the summer because 
they don't have jobs in between school years. 
Third. We always come up with a solution. 
So Lets concentrate on the 3rd point, and not spend so much 
precious time dwelling on 1st and 2nd."
51	1178546129	52		Jim	6P7QkQf8Ys		2007-07-09 20:35:50	LFtzChDr	" >>47 
Wow, I must be stupid I just read into this. What serious insult. 
ah now I understand completely. I think that there is another board 
for insult fighting, lets not play it on this one. Not in the local 
rules friends."
52	1178546129	53		名無し編集部員			2007-07-09 20:53:18	isb8r4nX	" >>46 
Do not you prepare the restriction tool by yourself?  

If you leave the restriction to Mr. Yakin(FOX),  
you will have to learn his idea more.  

And, you should start from making friends with him.  
If you need his cooperation, not other people  
but you should obtain his trust.  

貴方は貴方のアイデアがどれだけ効果的なのか、それを彼に理解して  
もらう必要があります。  
規制や解除が必要だからでは理由になっていません。  

規制や解除をすることでどんなメリットがあるのか、  
たとえば規制解除のプロセスで、そのプロセスで解除して  
どのような効果があるのか。  

規制をするにも規制を解除するにも状況を変えるだけの  
理由が必要です。巻き添えを受ける利用者が困るというのは  
規制をするまえからわかっているはずです。  
それは規制をした後に解除する理由にはなりません。  
それを理由に解除するならば初めから規制をしなければいいという  
主張は正しいと思います。"
53	1178546129	54		Jim	6P7QkQf8Ys		2007-07-09 20:58:53	LFtzChDr	" >>44 
and finally about Long winded-sans post.  
Yes it is a problem, it is not the biggest problem but a problem. 
I am thinking there is a much bigger problem these days, it  
free proxy sites, that pull data direct from the source and display 
it on their servers as their sites. This uses the resources of 
2ch and bbspink servers, sucks all the data and then displays it 
somewhere else. This causes a lot of the server slowdown. 
I am thinking to completely block these sites at server level. 
Although I have not decided it yet. Probably need to here some 
others feedback on it. You seem very full of words. Maybe you 
have on opinion?"
54	1178546129	55		名無し編集部員			2007-07-09 21:02:28	/MhyhF61	" jimさんが事実関係を把握する方が先じゃないの？ 

PINK cannot block the attacker for two months. 
She applied for the block of the attacker in the same standard as 2ch. 
However, FOX★ even did not read it."
55	1178546129	56		名無し編集部員			2007-07-09 21:22:07	/MhyhF61	 http://sabo2.kakiko.com/bbspost/autoimg.cgi?bbs=sureh
56	1178546129	57		名無し編集部員			2007-07-10 18:57:25	n6YyKJtt	" BBSPINK is so now, blocking, admitting, blocking, admitting, blocking, admitting.....:-( 
If we two go on doing that sort of thing, we'll get nowhere.  
2ch blocker team's dislikes vain efforts."
57	1178546129	58		Jim	6P7QkQf8Ys		2007-07-10 19:29:24	/b1Wk/eR	" >>55 
just like I don't read this post"
58	1178546129	59		Jim	6P7QkQf8Ys		2007-07-10 19:32:35	/b1Wk/eR	" >>57 
I understand, nobody likes vain efforts. The purpose is important 
the effort is vain. Sometimes people like vain efforts though. 
My favorite vain effort in a movie. 
Tom Cruise and Ken Watanabe last battle in the Last Samurai. 
By the way I really do appreciate the effort of the blocking team. 
At this time I wish I could do more to help."
59	1178546129	60		名無し編集部員			2007-07-10 19:44:48	iXv8NP9p	" >>58 
http://qb5.2ch.net/test/read.cgi/sec2chd/1182013535/246-247 
http://qb5.2ch.net/test/read.cgi/sec2chd/1182013535/252 
http://qb5.2ch.net/test/read.cgi/sec2chd/1182013535/267 
http://qb5.2ch.net/test/read.cgi/sec2chd/1182013535/271-272 

272 Kseniya ★ sage 2007/07/06(金) 05:28:18 ID:???0 
>>267-268 
みないでおきます 

I reject it without seeing it."
60	1178546129	61		名無し編集部員			2007-07-10 20:23:43	GXDgNe1P	" It's 

>>267-268　× 
>>269-270　○ 

maybe..."
61	1178546129	62		名無し編集部員			2007-07-11 01:37:17	WRksP4MP	" >>59 
>By the way I really do appreciate the effort of the blocking team. 

If they care BBSPINK (troll's heaven now) more, I will appreciate too...lol"
62	1178546129	63		名無し編集部員			2007-07-11 12:49:24	VPtMChtm	" Current state (Suitable summary in unskilled English) 

79-san's thinking, 
When one ISP is blocked, a lot of this ISP's users are disappointed.  
And so the system that enables the blocked user is necessary.  
It's necessary to stop blocking early.  
We prepare ""the troublesome person"" report system to ISP. 
If the ISP dealt with ""the troublesome person"", we will ask 2ch blocking team for stop of the blocking. 

2ch blocking team's thinking, 
I think that ""the troublesome person"" report system is not necessary. 
In 2ch, a lot of ISP is being permanently blocked now.  
Because it's a real hassle to repeat the block and admin every time, and >>57. 
However, BBSPINK was made ""the troublesome person report system"". 
BBSPINK always makes arrangements to suit there own convenience. 
Why should we work for BBSPINK? 
BBSPINK are too selfish! We simply can't keep up with BBSPINK. 


...Therefore, it became >>60 so."
63	1178546129	64		erika			2007-07-11 13:02:22	A/IXtG0J	" Hi Jim san. How are you feeling.Are you better know? 

I wrote a letter to your bbspink.com address yesterday.  
This is concerning my friend who is in a serious situation.  
His full name, school name, occupation,IP address,are on the thread.  
We tried our best to ask the team for help  
(jyuten sakujio irai) to get rid of the thread but,  
maybe we don't exactly know howto.  
Things are escalating.copy pasting all over,  
Letters are sent to school,etc.  

Please, help us Jim and Greenday-san.  
erolive：大人の実況［重点削除］mitekudasai.  
Kaoで書いてあります。  

I am really sorry to write such things here.  
We really need help.  
We will appreciate very much if you could help us. 
Thank you."
64	1178546129	65		名無し編集部員			2007-07-11 16:50:05	emAlb9fT	" >>63 
Actually, nobody knows exactly what 2ch blocking team's thinking. 
They answer question with question and do not tell their exact thinking. 
What is that ""You keep trying until you get it right,""attitude?   
They must be either power-obsesseed or think they are god."
65	1178546129	66		Jim	6P7QkQf8Ys		2007-07-11 17:43:54	ecp+o/yW	" >>64 
I will take a look at the email. Hope your friend will be ok 
Does this delete request follow the rules of http://deleter.bbspink.com 
site?"
66	1178546129	67		Jim	6P7QkQf8Ys		2007-07-11 17:55:23	ecp+o/yW	" >>63 
I think a lot of this problem is caused by the fact that 79 is actually 
thinking and maybe some others are not thinking. I feel that 79 
must be trying to make things better, and not worse for the blocking team. 
I know 79 enough to know that just making a system without thinking is not  
79's way,  
I am not sure but probably the system was put together with many people THINKING 
and testing if it was going to be good or not. I am guessing that 
this system is probably just needing some input from the blocking team if they 
get time to look at it. 
I doubt that it was put to anyone at all in a draconian way, and probably if it  
turns out to be a good system it would be good for 2ch as well. Since 2ch operates in 
a similar manner to bbspink. 
As for selfish, hmmm. I don't see a lot of selfish, but mostly people trying to help 
other people out and have a little fun"
67	1178546129	68		Jim	6P7QkQf8Ys		2007-07-11 17:56:38	ecp+o/yW	" >>60-61 
Sorry friend, but its Greek to me."
68	1178546129	69		Jim	6P7QkQf8Ys		2007-07-11 18:05:53	ecp+o/yW	" >>62 
hehehehehehehehehehehehehehehehehehehehe 
Thanks for the laugh"
69	1178546129	70		erika			2007-07-11 18:07:07	A/IXtG0J	" Jim,thank you for being kind. 
Yes, this delete request as everyone determine it is GL3. 
If it is possible,we really want to get rid of 
one particular person who is writting this."
70	1178546129	71		Jim	6P7QkQf8Ys		2007-07-11 18:20:26	ecp+o/yW	" >>70 
I have read your email, and am sure it qualifies to be deleted. 
You do have to follow the rules for that on the deletion board though 
so many requests it has to be done by the rules with nobody getting 
favorite treatment for it. 
What do you mean get rid of the particular person? That sounds criminal to me. 
That part we can't do anything about although the person probably belongs on someone's 
better off dead list. We absolutely can't do anything about or to the posters on  
this site, that is technically, morally and physically impossible. 

I hope the situation does get better soon."
71	1178546129	72		erika			2007-07-11 18:34:19	A/IXtG0J	" 71>> 
Thank you Jim. Sorry for the misunderstanding. 
get rid of the particular person meaning,  
just to let this person stop writting. 

I have pasted  
http://sakura02.bbspink.com/test/read.cgi/housekeeping/1158652102/ 
but I am not sure if anyone will see it and  
delete the thread for us."
72	1178546129	73		erika			2007-07-11 18:35:26	A/IXtG0J	 I wrote it as Kao.
73	1178546129	74		Jim	6P7QkQf8Ys		2007-07-11 18:37:54	ecp+o/yW	" >>72 I am sure someone will see it. It just takes time, that is a completely 
volunteer system and they do it when they have free time. I don't do 
it because everytime I do it people get so angry at me. I can't win deleting, or not deleting."
74	1178546129	75		erika			2007-07-11 18:49:41	A/IXtG0J	" Okay,we will wait and see... 

Thank you Jim. It was pleasure talking to you."
75	1178546129	76		erika			2007-07-11 20:27:18	A/IXtG0J	" Jim, can you read my e-mail for the last time? 

Things are getting worse."
76	1178546129	77		Greenday			2007-07-12 06:51:40	???	" Everybody have to follow our certain rules of deletion. 
E-mail deletion-request is not available. 
It should be opened on housekeeping board."
77	1178546129	78		Jim	6P7QkQf8Ys		2007-07-12 10:11:20	1ec3z3AG	" >>76 
I have read it. Please follow the advice of >>77"
78	1178546129	79		名無し編集部員			2007-07-12 11:36:04	rehNYhUf	" 【参院選】民主党から、在日コリアンの期待背負った金氏（民団幹部）が立候補…在日参政権訴え 
http://news22.2ch.net/test/read.cgi/newsplus/1184200703/l50"
79	1178546129	80		名無し編集部員			2007-07-12 12:22:13	aw/2vte6	" >>67 
Some problems are here.  
First of all, ISP in Japan spoils own user very much.  
Even if own user does a vandalism, they pardon it at once.  
ISP only sends the mail of warning to the vandal. 

2ch had ""Report system to ISP"" before.  
But, almost all vandal in Japan knows that mail is only sent to him.  
He only has to wait only just a little while 2ch and ISP are sending mail each  
other. He was permitted writing it in 2ch and ruined 2ch several days later, too. 
And, 2ch was vandalized again. These were repeated many times by disgusted. 
This is a reason that is tired of 2ch blocking team. Therefore, they chose a permanent block.  

79-san used to be tired the same reason as 2ch blocking team. 
One vandal was making her embarrassed in BBSPINK. 
http://pie.bbspink.com/test/read.cgi/erobbs/1160179595/856 
(This vandal is called ""Shineshigma"" here.) 
Shineshigma was restricted many times. However, they ruined BBSPINK by deregulation many times.  

BBSPINK is borrowing ""Block system"" of 2ch. Of course, 2ch has the decision-making authority of deregulation.  
Our report system doesn't work as long as 2ch denies releasing vandal. 
Unavoidably, 79-san starts opposing vandal by the deletion. 
I think that I'm good when BBSPINK has their original ""Block system"" like ""Deletion system"".  
Because I think that I'm good if I do not become tired 79-san any further."
80	1178546129	81		名無し編集部員			2007-07-12 12:40:04	aw/2vte6	" >>80 Forgetting writing... 
If BBSPINK doesn't have ""Original block system"", BBSPINK should give up free deregulation."
81	1178546129	82		Greenday			2007-07-12 13:11:47	???	" >>80-81 

too long. 

make them in 3 lines. I do not understand what you say."
82	1178546129	83		名無し編集部員			2007-07-12 13:17:39	+DpGsDxe	" >>82 

It's 
for 
Jim-san."
83	1178546129	84		Greenday			2007-07-12 13:25:57	???	 >>83 ok, then you take care.
84	1178546129	85		Jim	6P7QkQf8Ys		2007-07-12 17:01:48	1ec3z3AG	" >>80-84 
I understand this problem, and obviously we do borrow the blocking and very 
thankfully. Yes of course ISPs are very kind to their current users, even if those 
users are vandals, that is the ISPs economic issue. So blocking entire ISP is 
already proven more effective, because this forces the isp to respond since we hope more than one user 
with that ISP is a frequent user of the site. However that is a very draconian response and 
we all know that, even though the blocking team works tirelessly. 
The idea of making a new system is probably a pipe dream, but I think that the idea 
of bbspink coming up with a way to augment or improve the system 
could be a reality. It is beyond my own personal abilities. I could do things in a 
very draconian way as well, but the pinpoint precision blocking of a target like a 
surgical strike with a laser guided bomb from a jet would be a fantastic tool if some 
smart person could make it. That is probably what 79 was trying to figure out and caused 
this trouble. The idea should not be forgotten, but we do not have the ability yet to implement 
this idea."
85	1178546129	86			QNUItadakI		2007-07-12 19:14:18	w2e2oDdI	 ジムさん、iPhone買った？
86	1178546129	87		名無し編集部員			2007-07-12 21:46:10	mxm22ot+	" >>86 translation 

How's your pocket monster going, Jim?"
87	1178546129	88		名無し編集部員			2007-07-13 03:19:31	Ztp4TDUc	 The blocking team has already been refusing the block of BBSPINK for two months.
88	1178546129	89		Jim	6P7QkQf8Ys		2007-07-13 14:51:45	/lNLZZOt	" >>86-87 
Peeka Chew 
>>88 They are very busy"
89	1178546129	90		名無し編集部員			2007-07-16 01:53:19	7gKDo0K0	" 
　　　／) 　／) 
　　/ 　⌒　 ヽ　　 ／￣￣￣￣￣￣￣￣￣￣ 
　 | ●_　●　 |　＜　Am i Peeka Chew?  
　(〇 〜　 〇 |　　＼＿＿＿＿＿＿＿＿＿＿ 
　/　　　　　　 | 
　|　　　　 |_/　|"
90	1178546129	91		名無し編集部員			2007-07-17 15:20:50	7X4pgqYx	" ＞Jim-san 

79-san is broken now."
91	1178546129	92		名無し編集部員			2007-07-17 15:40:12	/obIpZIY	" The blocking team refused the block of the child pornography.  
It is necessary to negotiate with hiroyuki."
92	1178546129	93		Jim	6P7QkQf8Ys		2007-07-17 16:50:53	srK5BkL8	" >>91 Is 79 a robot? Maybe 79 is ill. 
>>92 I will talk to Hiroyuki in about 2 weeks."
